"Species","Genus","Allergen.name","Allergen.genus.name","Allergen.family","Databases","Manual.reference","Alternative.molecule.names","Matched.species.names","Match.types"
"Plantago_major","Plantago","Pla_l_PGK","Plantago_PGK","Phosphoglycerate kinase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11845","Pla l PGK","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_major","Plantago","Pla_l_TPI","Plantago_TPI","AF032: Triosephosphate isomerase","AllergomeData","http://www.allergome.org/script/dettaglio.php?id_molecule=11842","Pla l TPI","English_Plantain;_Plantaginaceae;_Plantago_lanceolata;_Plants;_Ribwort","3"
"Plantago_major","Plantago","Pla_ma_2","Plantago_2","AF051: Profilin","AllergomeData","","Pla ma 2","Broadleaf_Plantain;_Buckhorn_Plantain;_Common_Plantain;_Greater_Plantain;_Plantaginaceae;_Plantago_asiatica;_Plantago_major;_Plants;_Rippleseed_Plantain","1"
"Poa_angustifolia","Poa","Fes_e_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Poa_angustifolia","Poa","Poa_p_10","Poa_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_angustifolia","Poa","Poa_p_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Poa p 13","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_angustifolia","Poa","Poa_p_2","Poa_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","","Poa p 2","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","3"
"Poa_angustifolia","Poa","Poa_p_9","Poa_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_pratensis","3"
"Poa_angustifolia","Poa","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 1;Poa p 1","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_angustifolia","Poa","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Poa p 12","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_angustifolia","Poa","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","","Fes e 4;Poa p 4","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_angustifolia","Poa","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 5;Poa p 5","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_angustifolia","Poa","Poe_6","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Poa p 6","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_angustifolia","Poa","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Fes e 7;Poa p 7","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_annua","Poa","Fes_e_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Poa_annua","Poa","Poa_p_10","Poa_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_annua","Poa","Poa_p_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Poa p 13","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_annua","Poa","Poa_p_2","Poa_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","","Poa p 2","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","3"
"Poa_annua","Poa","Poa_p_9","Poa_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_pratensis","3"
"Poa_annua","Poa","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 1;Poa p 1","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_annua","Poa","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Poa p 12","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_annua","Poa","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","","Fes e 4;Poa p 4","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_annua","Poa","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 5;Poa p 5","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_annua","Poa","Poe_6","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Poa p 6","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_annua","Poa","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Fes e 7;Poa p 7","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_bulbosa","Poa","Fes_e_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Poa_bulbosa","Poa","Poa_p_10","Poa_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_bulbosa","Poa","Poa_p_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Poa p 13","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_bulbosa","Poa","Poa_p_2","Poa_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","","Poa p 2","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","3"
"Poa_bulbosa","Poa","Poa_p_9","Poa_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_pratensis","3"
"Poa_bulbosa","Poa","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 1;Poa p 1","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_bulbosa","Poa","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Poa p 12","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_bulbosa","Poa","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","","Fes e 4;Poa p 4","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_bulbosa","Poa","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 5;Poa p 5","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_bulbosa","Poa","Poe_6","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Poa p 6","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_bulbosa","Poa","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Fes e 7;Poa p 7","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_compressa","Poa","Fes_e_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Poa_compressa","Poa","Poa_p_10","Poa_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_compressa","Poa","Poa_p_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Poa p 13","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_compressa","Poa","Poa_p_2","Poa_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","","Poa p 2","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","3"
"Poa_compressa","Poa","Poa_p_9","Poa_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_pratensis","3"
"Poa_compressa","Poa","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 1;Poa p 1","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_compressa","Poa","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Poa p 12","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_compressa","Poa","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","","Fes e 4;Poa p 4","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_compressa","Poa","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 5;Poa p 5","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_compressa","Poa","Poe_6","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Poa p 6","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_compressa","Poa","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Fes e 7;Poa p 7","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_pratensis","Poa","Fes_e_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Poa_pratensis","Poa","Poa_p_10","Poa_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1"
"Poa_pratensis","Poa","Poa_p_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Poa p 13","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1"
"Poa_pratensis","Poa","Poa_p_2","Poa_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","","Poa p 2","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1"
"Poa_pratensis","Poa","Poa_p_9","Poa_9","AF093: Expansin and expansin-like","SDAPallergen","SDAP: """"""""Beta-expansin; Old Name: Poa p 5, KBG 31, KBG 41, KBG 60, Poa p IX""""""""; http://fermi.utmb.edu/cgi-bin/SDAP/sdap_02?dB_Type=0&allid=38","Poa p 9","Poa_pratensis","1"
"Poa_pratensis","Poa","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 1;Poa p 1","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_pratensis","Poa","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Poa p 12","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_pratensis","Poa","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData","","Fes e 4;Poa p 4","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_pratensis","Poa","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData;AllergenOnline;IUISallergens;SDAPallergen","","Fes e 5;Poa p 5","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","1b"
"Poa_pratensis","Poa","Poe_6","Poe_6","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Poa p 6","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_pratensis","Poa","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Fes e 7;Poa p 7","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","1b"
"Poa_trivialis","Poa","Fes_e_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Poa_trivialis","Poa","Poa_p_10","Poa_10","AF006: Cytochrome c","AllergomeData","allergome","Poa p 10","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_trivialis","Poa","Poa_p_13","Poa_13","AF057: Polygalacturonase","AllergomeData","","Poa p 13","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae","3"
"Poa_trivialis","Poa","Poa_p_2","Poa_2","AF093: Expansin and expansin-like","AllergomeData;SDAPallergen","","Poa p 2","Grasses;_June_Grass;_Kentucky_Blue_grass;_Plants;_Poa_pratensis;_Poaceae;Poa_pratensis","3"
