"Species","Genus","Allergen.name","Allergen.genus.name","Allergen.family","Databases","Manual.reference","Alternative.molecule.names","Matched.species.names","Match.types"
"Festuca_arundinacea","Festuca","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData","","Bra di 1;Bra sy 1;Fes e 1;Fes p 1;Fes r 1","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Agropyron_sylvaticum;_Brachypodium_gracile_f._pubescens;_Brachypodium_miserum;_Brachypodium_pubescens;_Brachypodium_sylvaticum;_Brachypodium_watti;_Brevipodium_sylvaticum;_Bromus_dumosus;_Bromus_sylvaticus;_Festuca_sylvatica;_Grasses;_Plants;_Poaceae;_Slender_False_Brome;_Triticum_sylvaticum;_Wood_False_Brome;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_arundinacea","Festuca","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Bra di 12","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","1b"
"Festuca_arundinacea","Festuca","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens","","Bra di 4;Fes e 4;Fes p 4","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","1b"
"Festuca_arundinacea","Festuca","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Bra di 5;Fes e 5;Fes p 5;Fes r 5","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_arundinacea","Festuca","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Bra di 7;Fes e 7","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","1b"
"Festuca_brevipila","Festuca","Bra_di_11","Festuca_11","AF087: Ole e 1 family","AllergomeData","","Bra di 11","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_brevipila","Festuca","Bra_di_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Bra di 13","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_brevipila","Festuca","Bra_di_2","Festuca_2","AF093: Expansin and expansin-like","AllergomeData","","Bra di 2","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_brevipila","Festuca","Fes_e_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Festuca_brevipila","Festuca","Fes_p_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes p 13","Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","3"
"Festuca_brevipila","Festuca","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData","","Bra di 1;Bra sy 1;Fes e 1;Fes p 1;Fes r 1","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Agropyron_sylvaticum;_Brachypodium_gracile_f._pubescens;_Brachypodium_miserum;_Brachypodium_pubescens;_Brachypodium_sylvaticum;_Brachypodium_watti;_Brevipodium_sylvaticum;_Bromus_dumosus;_Bromus_sylvaticus;_Festuca_sylvatica;_Grasses;_Plants;_Poaceae;_Slender_False_Brome;_Triticum_sylvaticum;_Wood_False_Brome;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_brevipila","Festuca","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Bra di 12","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","1b"
"Festuca_brevipila","Festuca","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens","","Bra di 4;Fes e 4;Fes p 4","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","1b"
"Festuca_brevipila","Festuca","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Bra di 5;Fes e 5;Fes p 5;Fes r 5","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_brevipila","Festuca","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Bra di 7;Fes e 7","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","1b"
"Festuca_ovina","Festuca","Bra_di_11","Festuca_11","AF087: Ole e 1 family","AllergomeData","","Bra di 11","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_ovina","Festuca","Bra_di_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Bra di 13","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_ovina","Festuca","Bra_di_2","Festuca_2","AF093: Expansin and expansin-like","AllergomeData","","Bra di 2","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_ovina","Festuca","Fes_e_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Festuca_ovina","Festuca","Fes_p_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes p 13","Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","3"
"Festuca_ovina","Festuca","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData","","Bra di 1;Bra sy 1;Fes e 1;Fes p 1;Fes r 1","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Agropyron_sylvaticum;_Brachypodium_gracile_f._pubescens;_Brachypodium_miserum;_Brachypodium_pubescens;_Brachypodium_sylvaticum;_Brachypodium_watti;_Brevipodium_sylvaticum;_Bromus_dumosus;_Bromus_sylvaticus;_Festuca_sylvatica;_Grasses;_Plants;_Poaceae;_Slender_False_Brome;_Triticum_sylvaticum;_Wood_False_Brome;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_ovina","Festuca","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Bra di 12","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","1b"
"Festuca_ovina","Festuca","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens","","Bra di 4;Fes e 4;Fes p 4","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","1b"
"Festuca_ovina","Festuca","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Bra di 5;Fes e 5;Fes p 5;Fes r 5","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_ovina","Festuca","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Bra di 7;Fes e 7","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","1b"
"Festuca_pratensis","Festuca","Bra_di_11","Festuca_11","AF087: Ole e 1 family","AllergomeData","","Bra di 11","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_pratensis","Festuca","Bra_di_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Bra di 13","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_pratensis","Festuca","Bra_di_2","Festuca_2","AF093: Expansin and expansin-like","AllergomeData","","Bra di 2","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_pratensis","Festuca","Fes_e_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Festuca_pratensis","Festuca","Fes_p_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes p 13","Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","1"
"Festuca_pratensis","Festuca","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData","","Bra di 1;Bra sy 1;Fes e 1;Fes p 1;Fes r 1","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Agropyron_sylvaticum;_Brachypodium_gracile_f._pubescens;_Brachypodium_miserum;_Brachypodium_pubescens;_Brachypodium_sylvaticum;_Brachypodium_watti;_Brevipodium_sylvaticum;_Bromus_dumosus;_Bromus_sylvaticus;_Festuca_sylvatica;_Grasses;_Plants;_Poaceae;_Slender_False_Brome;_Triticum_sylvaticum;_Wood_False_Brome;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_pratensis","Festuca","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Bra di 12","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","1b"
"Festuca_pratensis","Festuca","Poe_4","Poe_4","AF099: Berberine bridge enzyme","AllergomeData;IUISallergens","","Bra di 4;Fes e 4;Fes p 4","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","1b"
"Festuca_pratensis","Festuca","Poe_5","Poe_5","AF102: Group 5/6 grass pollen allergen","AllergomeData","","Bra di 5;Fes e 5;Fes p 5;Fes r 5","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_pratensis","Festuca","Poe_7","Poe_7","AF007: EF hand family","AllergomeData","","Bra di 7;Fes e 7","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","1b"
"Festuca_rubra_agg.","Festuca","Bra_di_11","Festuca_11","AF087: Ole e 1 family","AllergomeData","","Bra di 11","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_rubra_agg.","Festuca","Bra_di_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Bra di 13","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_rubra_agg.","Festuca","Bra_di_2","Festuca_2","AF093: Expansin and expansin-like","AllergomeData","","Bra di 2","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","3"
"Festuca_rubra_agg.","Festuca","Fes_e_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes e 13","Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior","3"
"Festuca_rubra_agg.","Festuca","Fes_p_13","Festuca_13","AF057: Polygalacturonase","AllergomeData","","Fes p 13","Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae","3"
"Festuca_rubra_agg.","Festuca","Poe_1","Poe_1","AF093: Expansin and expansin-like","AllergomeData","","Bra di 1;Bra sy 1;Fes e 1;Fes p 1;Fes r 1","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya;Agropyron_sylvaticum;_Brachypodium_gracile_f._pubescens;_Brachypodium_miserum;_Brachypodium_pubescens;_Brachypodium_sylvaticum;_Brachypodium_watti;_Brevipodium_sylvaticum;_Bromus_dumosus;_Bromus_sylvaticus;_Festuca_sylvatica;_Grasses;_Plants;_Poaceae;_Slender_False_Brome;_Triticum_sylvaticum;_Wood_False_Brome;Avena_secunda;_Bromus_arundinaceus;_Bromus_elatior;_Bucetum_elatius;_Festuca_arundinacea;_Festuca_elatior;_Festuca_fenas;_Festuca_mediterranea;_Festuca_orientalis;_Festuca_phoenix;_Gnomonia_elatior;_Grasses;_Lolium_arundinaceum;_Plants;_Poa_elatior;_Poa_kunthii;_Poa_phoenix;_Poa_uliginosa;_Poaceae;_Reed_Fescue;_Schedonorus_arundinaceus;_Schedonorus_elatior;_Schedonorus_phoenix;_Tragus_elatior;Festuca_pratensis;_Grasses;_Meadow_Fescue;_Plants;_Poaceae;Festuca_rubra;_Grasses;_Plants;_Poaceae;_Red_Fescue","1b"
"Festuca_rubra_agg.","Festuca","Poe_12","Poe_12","AF051: Profilin","AllergomeData","","Bra di 12","Agropyron_distachyo;_Brachypodium_distachyon;_Brachypodium_distachyum;_Bromus_geniculatus;_Festuca_distachya;_Grasses;_Plants;_Poaceae;_Purple_False_Brome;_Trachynia_distachya;_Zerna_distachya","1b"
